Fecha,Persona,Comercio,Descripcion,Monto
06/04/26 11:22 AM,Casa,Pali,RES CHORIZO,"1,721"
06/04/26 11:22 AM,Casa,Pali,TOMATE,"1,160"
06/05/26 10:09 AM,Casa,Pali,TOALLA COCINA,870
06/05/26 10:09 AM,Casa,Pali,TORTILLAS MAIZ,"2,100"
06/08/26 04:06 PM,Casa,Pali,CEREAL TRIJUELAS,"1,500"
06/08/26 04:06 PM,Casa,Pali,PECHUGA,"5,540"
06/08/26 04:06 PM,Casa,Pali,POLLO MUSLITOS,"1,715"
06/09/26 12:33 PM,Casa,Pali,JABON RINSO,"3,900"
06/09/26 12:33 PM,Casa,Pali,PAPEL HIGIENICO,"5,200"
06/09/26 12:33 PM,Casa,Pali,QUESO MOZARELLA,"3,700"
06/09/26 12:33 PM,Casa,Pali,SERVILLETAS,730
06/10/26 01:51 PM,Casa,Pali,CARNE MOLIDA,"3,320"
06/10/26 01:51 PM,Casa,Pali,HARINA,"1,900"
06/10/26 01:51 PM,Casa,Pali,HELADOS,"2,200"
06/10/26 01:51 PM,Casa,Pali,HUEVOS,726
06/10/26 01:51 PM,Casa,Pali,HUEVOS,735
06/10/26 01:51 PM,Casa,Pali,JUGO NARANJA,"2,000"
06/10/26 01:51 PM,Casa,Pali,LECHE CONDENSADA,"1,000"
06/10/26 01:51 PM,Casa,Pali,QUESO MOZARELLA,"3,700"
06/10/26 01:51 PM,Casa,Pali,TOMATE,"1,012"
06/14/26 10:39 AM,Casa,Pali,CREMA CAFE,"1,900"
06/14/26 10:39 AM,Casa,Pali,LECHE DELACTOMY,"1,920"
06/14/26 10:39 AM,Casa,Pali,NATILLA DELACTOMY,"2,920"
06/14/26 10:39 AM,Casa,Pali,QUESO CREMA,"1,750"
06/14/26 10:39 AM,Casa,Pali,VINAGRE,320
06/16/26 11:30 AM,Casa,Pali,CARNE MECHAR,"4,896"
06/16/26 11:30 AM,Casa,Pali,CLORO,"1,100"
06/16/26 11:30 AM,Casa,Pali,GINGERALE,"1,600"
06/16/26 11:30 AM,Casa,Pali,LECHE CONDENSADA,"1,100"
06/16/26 11:30 AM,Casa,Pali,PAN ARTESANO,"1,780"
06/16/26 11:30 AM,Casa,Pali,RES COSTILLA,"4,496"
06/19/26 04:53 PM,Casa,Auto,CONSOME SAZON COMPLETA,"4,300"
06/22/26 01:22 PM,Casa,Pali,ACEITE GIRASOL,740
06/22/26 01:22 PM,Casa,Pali,BAYGON,"2,850"
06/22/26 01:22 PM,Casa,Pali,CAFE VOLIO,"4,700"
06/22/26 01:22 PM,Casa,Pali,DESENGRASANTE,"2,000"
06/22/26 01:22 PM,Casa,Pali,GELATINA,740
06/22/26 01:22 PM,Casa,Pali,GELATINA,740
06/22/26 01:22 PM,Casa,Pali,GELATINA,740
06/22/26 01:22 PM,Casa,Pali,GELATINA,740
06/22/26 01:22 PM,Casa,Pali,HELADOS,"2,970"
06/22/26 01:22 PM,Casa,Pali,JABON CUERPO,"1,190"
06/22/26 01:22 PM,Casa,Pali,JAMON PAVO,"2,600"
06/22/26 01:22 PM,Casa,Pali,LECHE CONDENSADA,"1,000"
06/22/26 01:22 PM,Casa,Pali,LECHE DELACTOMY,"2,500"
06/22/26 01:22 PM,Casa,Pali,LECHE EVAPORADA,"1,800"
06/22/26 01:22 PM,Casa,Pali,MANTEQUILLA,"1,320"
06/22/26 01:22 PM,Casa,Pali,POLVO HORNEAR,640
06/22/26 01:22 PM,Casa,Pali,QUESO RAYADO,"1,750"
06/22/26 01:22 PM,Casa,Pali,SALCHICHON,"2,620"
06/22/26 01:22 PM,Casa,Pali,TOCINETA,"2,020"
06/22/26 01:27 PM,Casa,Pali,AJOS,440
06/22/26 01:27 PM,Casa,Pali,CAMOTE,"1,920"
06/22/26 01:27 PM,Casa,Pali,HUEVOS,611
06/22/26 01:27 PM,Casa,Pali,HUEVOS,618
06/22/26 01:27 PM,Casa,Pali,MANGA,778
06/22/26 01:27 PM,Casa,Pali,MELON,"1,085"
06/22/26 01:27 PM,Casa,Pali,PAPA,"1,658"
06/22/26 01:27 PM,Casa,Pali,PAPAYA,418
06/22/26 01:27 PM,Casa,Pali,PINA,"1,650"
06/22/26 01:27 PM,Casa,Pali,SANDIA,"1,101"
06/22/26 01:27 PM,Casa,Pali,TOMATE,869
06/22/26 01:27 PM,Casa,Pali,ZANAHORIA,899
06/23/26 08:02 AM,Casa,Pali,ALMENDRAS,"1,800"
06/23/26 08:02 AM,Casa,Pali,AZUCAR BLANCA,720
06/23/26 08:02 AM,Casa,Pali,AZUCAR MORENA,740
06/23/26 08:02 AM,Casa,Pali,DETERGENTE,"1,960"
06/24/26 02:45 PM,Casa,Pali,APIO,594
06/24/26 02:45 PM,Casa,Pali,CEBOLLA,290
06/24/26 02:45 PM,Casa,Pali,CULANTRO,90
06/24/26 02:45 PM,Casa,Pali,CULANTRO,340
06/24/26 02:45 PM,Casa,Pali,ESPINACA,"1,020"
06/24/26 02:45 PM,Casa,Pali,TORTILLAS MAIZ,"1,000"
06/25/26 07:26 PM,Casa,Walmart,ALCOHOL,"13,000"
06/27/26 07:58 PM,Casa,Pali,PAPA,"1,490"
06/27/26 07:58 PM,Casa,Pali,PAPA,"2,530"
06/27/26 07:58 PM,Casa,Pali,TROPICAL,"1,100"
06/30/26 01:50 PM,Casa,Pali,CONSOME MAGGI,"2,180"
06/30/26 01:50 PM,Casa,Pali,CONSOME POLLO,"2,050"
06/30/26 01:50 PM,Casa,Pali,CONSOME SABOR COLOR,"1,810"
06/30/26 01:50 PM,Casa,Pali,CONSOME SAZON,"1,990"
06/30/26 01:50 PM,Casa,Pali,FRIJOLES ROJOS,"1,350"
06/30/26 01:50 PM,Casa,Pali,JABON FAB,"14,000"
06/30/26 01:50 PM,Casa,Pali,JABON IREX,"2,900"
06/30/26 01:50 PM,Casa,Pali,JUGO NARANJA,"2,000"
06/30/26 01:50 PM,Casa,Pali,LINAZA,820
06/30/26 01:50 PM,Casa,Pali,NATILLA DELACTOMY,"1,640"
06/30/26 01:50 PM,Casa,Pali,NATILLA DELACTOMY,"2,980"
06/30/26 01:50 PM,Casa,Pali,SALSA CHINA,"1,160"
07/04/26 03:30 PM,Casa,Pali,ACEITE GIRASOL,740
07/04/26 03:30 PM,Casa,Pali,AZUCAR BLANCA,660
07/04/26 03:30 PM,Casa,Pali,CARNE PRENSADA,"1,230"
07/04/26 03:30 PM,Casa,Pali,FRIJOLES MOLIDOS,"1,500"
07/04/26 03:30 PM,Casa,Pali,FRIJOLES ROJOS,"1,800"
07/04/26 03:30 PM,Casa,Pali,GALLETAS BOKITAS,"1,480"
07/04/26 03:30 PM,Casa,Pali,GALLETAS CLUB,"1,570"
07/04/26 03:30 PM,Casa,Pali,GALLETAS OREO,"2,500"
07/04/26 03:30 PM,Casa,Pali,GALLETAS SODAS,530
07/04/26 03:30 PM,Casa,Pali,GINGERALE,"2,150"
07/04/26 03:30 PM,Casa,Pali,HUEVOS,"1,404"
07/04/26 03:30 PM,Casa,Pali,LAVAPLATOS,990
07/04/26 03:30 PM,Casa,Pali,MANTEQUILLA,"1,130"
07/04/26 03:30 PM,Casa,Pali,MASA,"3,000"
07/04/26 03:30 PM,Casa,Pali,NATILLA DELACTOMY,"1,550"
07/04/26 03:30 PM,Casa,Pali,PAPEL HIGIENICO,"2,600"
07/04/26 03:30 PM,Andres,Pali,PASTA DIENTES,"1,000"
07/04/26 03:30 PM,Casa,Pali,TOALLA COCINA,870
07/04/26 03:30 PM,Casa,Pali,TROPICAL,"1,170"
07/04/26 03:30 PM,Casa,Pali,TROPICAL,"1,000"
07/07/26 02:58 PM,Casa,Pali,ARROZ,"2,640"
07/07/26 02:58 PM,Casa,Pali,CAFE VOLIO,"7,500"
07/07/26 02:58 PM,Andres,Pali,ENJUAGE BUCAL,"2,500"
07/07/26 02:58 PM,Casa,Pali,LECHE CONDENSADA,"1,000"
07/07/26 02:58 PM,Casa,Pali,MANTEQUILLA,"5,260"
07/07/26 02:58 PM,Casa,Pali,QUESO MOZARELLA,"3,700"
07/07/26 02:58 PM,Casa,Pali,TROPICAL,"1,170"
07/09/26 03:33 PM,Casa,Pali,GALLETAS MINIBARRITAS,"1,020"
07/09/26 03:33 PM,Casa,Pali,MANZANAS,890
07/12/26 06:19 PM,Casa,Pali,CLORO,680
07/12/26 06:19 PM,Casa,Pali,TORTILLAS TRIGO,950
07/16/26 04:06 PM,Casa,Pali,ACEITE GIRASOL,740
07/16/26 04:06 PM,Casa,Pali,CREMA CAFE,"1,880"
07/16/26 04:06 PM,Casa,Pali,HUEVOS,672
07/16/26 04:06 PM,Casa,Pali,HUEVOS,656
07/16/26 04:06 PM,Casa,Pali,JABON LAVAPLATOS,990
07/16/26 04:06 PM,Casa,Pali,MARGARINA,"1,320"
07/16/26 04:06 PM,Casa,Pali,PAN ARTESANO,"1,780"
07/16/26 04:06 PM,Casa,Pali,QUESO CREMA,"2,970"
07/16/26 04:06 PM,Casa,Pali,QUESO PROCESADO,"1,790"
07/16/26 04:06 PM,Casa,Pali,SALSA MAYONESA,"2,500"
07/18/26 01:24 PM,Casa,Pali,QUESO SINPE,"8,000"
07/18/26 01:39 PM,Casa,Pali,LECHUGA,190
07/18/26 01:39 PM,Casa,Pali,PAPEL HIGIENICO,"5,000"
07/18/26 01:39 PM,Casa,Pali,TOALLA COCINA,"1,740"
07/19/26 01:41 PM,Casa,Pali,BOLSAS,"2,680"
07/19/26 01:41 PM,Casa,Pali,BOLSAS,"2,000"
07/19/26 01:41 PM,Casa,Pali,LIMONES,"1,240"
07/19/26 01:41 PM,Casa,Pali,MANTEQUILLA,"4,530"
07/19/26 01:41 PM,Casa,Pali,QUESO CREMA,"1,270"
07/19/26 01:41 PM,Casa,Pali,SALSA ANGUILA,"3,720"
07/19/26 01:41 PM,Casa,Pali,SALSA BBQ,"1,830"
07/19/26 01:41 PM,Casa,Pali,SALSA ESPECIAL,"1,430"
07/19/26 01:41 PM,Casa,Pali,SALSA PICANTE,"1,800"
07/19/26 06:24 PM,Casa,Pali,BOLSAS,"1,800"
07/19/26 06:24 PM,Casa,Pali,BOLSAS,840
07/19/26 06:24 PM,Casa,Pali,CULANTRO,170
07/19/26 06:24 PM,Casa,Pali,DESINFECTANTE,"1,980"
07/19/26 06:24 PM,Casa,Pali,LECHE CONDENSADA,"1,100"
07/19/26 06:24 PM,Casa,Pali,LECHE DELACTOMY,"2,340"
07/19/26 06:24 PM,Casa,Pali,LECHE EVAPORADA,"1,800"
07/19/26 06:24 PM,Casa,Pali,LECHE EVAPORADA,"1,100"
07/19/26 06:24 PM,Casa,Pali,VAINILLA,"1,190"
07/19/26 06:25 PM,Casa,Pali,PAPA,"1,610"
07/19/26 06:25 PM,Casa,Pali,TOMATE,"1,058"
07/21/26 08:02 AM,Casa,Pali,GALLETAS CAMPECHANAS,"1,150"
07/21/26 08:02 AM,Casa,Pali,GALLETAS CHIPS AHOY,"1,100"
07/21/26 08:02 AM,Casa,Pali,GALLETAS MINIBARRITAS,"1,000"
07/21/26 08:02 AM,Casa,Pali,HUEVOS,640
07/21/26 08:02 AM,Mari,Pali,JABON NEUTRO,"2,000"
07/21/26 08:02 AM,Casa,Pali,LECHE DELACTOMY,660
07/21/26 08:02 AM,Casa,Pali,POLVO HORNEAR,640
07/21/26 08:02 AM,Casa,Pali,TROPICAL,540
07/24/26 01:04 PM,Casa,Pali,GALLETAS MANTEQUILLA,"1,530"
07/24/26 01:04 PM,Casa,Pali,GALLETAS OREO,"2,500"
07/24/26 01:04 PM,Casa,Pali,GALLETAS SODAS,"1,520"
07/24/26 01:04 PM,Casa,Pali,GALLETAS SORBETOS,"1,850"
07/24/26 01:04 PM,Casa,Pali,GUISANTES,900
07/24/26 01:04 PM,Casa,Pali,HONGOS,"1,275"
07/24/26 01:04 PM,Casa,Pali,MAIZ,"1,360"
07/24/26 01:04 PM,Casa,Pali,MAIZENA,"2,200"
07/24/26 01:04 PM,Casa,Pali,MANZANAS,870
07/24/26 01:04 PM,Casa,Pali,NATILLA DELACTOMY,"1,500"
07/24/26 01:04 PM,Casa,Pali,NATILLA DELACTOMY,"3,140"
07/24/26 01:04 PM,Casa,Pali,QUESO PROCESADO,"2,200"
07/24/26 01:04 PM,Casa,Pali,SALCHICHON,"2,000"
07/24/26 01:04 PM,Casa,Pali,TROPICAL,"1,120"
07/26/26 01:39 PM,Casa,Pali,ALMENDRAS,"1,980"
07/26/26 01:39 PM,Casa,Pali,CARNE MECHAR,"2,986"
07/26/26 01:39 PM,Casa,Pali,CREMA DULCE,"2,060"
07/26/26 01:39 PM,Casa,Pali,HONGOS,"1,080"
07/26/26 01:39 PM,Casa,Pali,LECHE CONDENSADA,"1,100"
07/26/26 01:39 PM,Casa,Pali,LECHE DELACTOMY,"1,290"
07/26/26 01:39 PM,Casa,Pali,PASAS,620
07/26/26 01:39 PM,Casa,Pali,POLVO HORNEAR,640
07/26/26 01:39 PM,Casa,Pali,REMOLACHA,240
07/26/26 01:39 PM,Casa,Pali,RES TROCITOS,"3,034"
07/26/26 01:39 PM,Casa,Pali,RES TROCITOS,"2,622"
07/26/26 01:39 PM,Casa,Pali,VAINILLA,"1,530"
07/26/26 01:39 PM,Casa,Pali,ZANAHORIA,790
07/28/26 07:52 AM,Casa,Pali,ARROZ,"2,640"
07/28/26 07:52 AM,Casa,Pali,AZUCAR MORENA,"1,860"
07/28/26 07:52 AM,Casa,Pali,CAFE VOLIO,"12,000"
07/28/26 07:52 AM,Andres,Pali,CEPILLO DIENTES,"1,710"
07/28/26 07:52 AM,Casa,Pali,DETERGENTE,730
07/28/26 07:52 AM,Casa,Pali,JABON FORT3,"2,500"
07/28/26 07:52 AM,Casa,Pali,JABON RINSO,"1,600"
07/28/26 07:52 AM,Casa,Pali,SUAVIZANTE,"1,625"
08/01/26 10:51 AM,Casa,Pali,ACEITE GIRASOL,740
08/01/26 10:51 AM,Casa,Pali,AJOS,690
08/01/26 10:51 AM,Casa,Pali,CARNE PRENSADA,"1,230"
08/01/26 10:51 AM,Casa,Pali,CERDO BISTEC,"3,270"
08/01/26 10:51 AM,Casa,Pali,CHULETA AHUMADA,"6,640"
08/01/26 10:51 AM,Casa,Pali,HARINA,850
08/01/26 10:51 AM,Casa,Pali,HELADOS,"2,200"
08/01/26 10:51 AM,Casa,Pali,HUEVOS,874
08/01/26 10:51 AM,Casa,Pali,HUEVOS,860
08/01/26 10:51 AM,Casa,Pali,JAMON PAVO,"2,290"
08/01/26 10:51 AM,Casa,Pali,LECHE CONDENSADA,910
08/01/26 10:51 AM,Casa,Pali,LECHE CONDENSADA,"1,060"
08/01/26 10:51 AM,Casa,Pali,MANTEQUILLA,"5,220"
08/01/26 10:51 AM,Casa,Pali,MARGARINA,820
08/01/26 10:51 AM,Casa,Pali,MARGARINA,"1,230"
08/01/26 10:51 AM,Casa,Pali,MASA,"1,720"
08/01/26 10:51 AM,Casa,Pali,NATILLA DELACTOMY,"1,690"
08/01/26 10:51 AM,Casa,Pali,NATILLA DELACTOMY,"3,140"
08/01/26 10:51 AM,Casa,Pali,PAPAS CONGELADAS,"2,780"
08/01/26 10:51 AM,Casa,Pali,QUESO PROCESADO,"1,100"
08/01/26 10:51 AM,Casa,Pali,QUESO PROCESADO,"3,300"
08/01/26 10:51 AM,Casa,Pali,RES CHORIZO,"2,320"
08/01/26 10:51 AM,Casa,Pali,RES TROCITOS,"2,858"
08/01/26 10:51 AM,Casa,Pali,SALSA BBQ,"2,200"
08/01/26 10:51 AM,Casa,Pali,SALSA TOMATE,"4,000"
08/01/26 10:51 AM,Casa,Pali,SARDINAS,"1,470"
08/01/26 10:51 AM,Casa,Pali,TROPICAL,860
08/01/26 10:51 AM,Casa,Pali,VAINILLA,"2,320"
08/03/26 09:33 AM,Casa,Pali,CULANTRO,190
08/03/26 09:33 AM,Casa,Pali,GINGERALE,"2,150"
08/03/26 09:33 AM,Casa,Pali,JUGO NARANJA,"1,750"
08/03/26 09:33 AM,Casa,Pali,LECHUGA,240
08/03/26 09:33 AM,Casa,Pali,POLLO FAIJTAS,"4,950"
08/04/26 09:34 AM,Casa,Pali,NATILLA DELACTOMY,"1,500"
08/04/26 09:34 AM,Casa,Pali,PAN INTEGRAL,"1,960"
08/05/26 09:26 AM,Casa,Pali,CEREAL TRIJUELAS,"2,500"
08/05/26 09:26 AM,Casa,Pali,CEREAL ZUCARITAS,"1,800"
08/05/26 09:26 AM,Casa,Pali,PAPEL HIGIENICO,"5,000"
08/05/26 09:26 AM,Casa,Pali,SERVILLETAS,490
08/10/26 09:44 AM,Casa,Pali,BAYGON,"2,500"
08/10/26 09:44 AM,Casa,Pali,DESINFECTANTE,620
08/10/26 09:44 AM,Casa,Pali,GALLETAS YEMMA,"1,350"
08/10/26 09:44 AM,Casa,Pali,GALLETAS YIPPY,"1,500"
08/10/26 09:44 AM,Casa,Pali,HELADOS,900
08/10/26 09:44 AM,Casa,Pali,HUEVOS,"1,070"
08/10/26 09:44 AM,Casa,Pali,HUEVOS,"1,081"
08/10/26 09:44 AM,Casa,Pali,LECHUGA,200
08/10/26 09:44 AM,Casa,Pali,SALSA MAYONESA,"2,000"
08/10/26 09:44 AM,Casa,Pali,SALSA TOMATE,"1,650"
08/10/26 09:44 AM,Casa,Pali,TOMATE,"1,317"
08/10/26 09:44 AM,Casa,Pali,VINAGRE,700
08/12/26 01:24 PM,Casa,Pali,HELADOS,"3,000"
08/12/26 01:24 PM,Casa,Pali,PASTA DIENTES,"1,000"
08/19/26 09:29 AM,Casa,Pali,ATUNES,"4,080"
08/19/26 09:29 AM,Casa,Pali,ATUNES,"4,600"
08/19/26 09:29 AM,Casa,Pali,ATUNES,"4,620"
08/19/26 09:29 AM,Casa,Pali,CAFE VOLIO,"8,000"
08/19/26 09:29 AM,Casa,Pali,CLORO,650
08/19/26 09:29 AM,Casa,Pali,GALLETAS MANTEQUILLA,"1,500"
08/19/26 09:29 AM,Casa,Pali,JABON LAVAPLATOS,"1,180"
08/19/26 09:29 AM,Casa,Pali,LIMONES,740
08/19/26 09:29 AM,Casa,Pali,NATILLA DELACTOMY,"1,090"
08/19/26 09:29 AM,Casa,Pali,QUESO FRESCO,"1,690"
08/19/26 09:29 AM,Casa,Pali,SALCHICHON,"2,000"
08/19/26 09:29 AM,Casa,Pali,TOMATE,"1,090"
08/19/26 09:29 AM,Casa,Pali,TORTILLAS MAIZ,"1,600"
08/19/26 09:29 AM,Casa,Pali,TORTILLAS TRIGO,790
08/19/26 09:29 AM,Casa,Pali,TROPICAL,"1,600"
08/20/26 04:44 PM,Casa,Pali,CREMA CAFE,"1,900"
08/20/26 04:44 PM,Casa,Pali,CREMA CAFE,"1,900"
08/20/26 04:44 PM,Casa,Pali,FRIJOLES ROJOS,"1,270"
08/20/26 04:44 PM,Casa,Pali,FRIJOLES ROJOS,"1,270"
08/20/26 04:44 PM,Casa,Pali,GALLETAS,"1,500"
08/20/26 04:44 PM,Casa,Pali,GALLETAS,"1,070"
08/20/26 04:44 PM,Casa,Pali,GALLETAS,"1,790"
08/20/26 04:44 PM,Casa,Pali,GALLETAS SODAS,"1,070"
08/20/26 04:44 PM,Casa,Pali,HUEVOS,"1,163"
08/20/26 04:44 PM,Casa,Pali,HUEVOS,"1,131"
08/20/26 04:44 PM,Casa,Pali,HUEVOS,"1,125"
08/20/26 04:44 PM,Casa,Pali,HUEVOS,"1,163"
08/20/26 04:44 PM,Casa,Pali,HUEVOS,"1,131"
08/20/26 04:44 PM,Casa,Pali,HUEVOS,"1,125"
08/20/26 04:44 PM,Casa,Pali,NATILLA DELACTOMY,"1,490"
08/20/26 04:44 PM,Casa,Pali,NATILLA DELACTOMY,"1,490"
08/20/26 04:44 PM,Casa,Pali,PAPEL HIGIENICO,"5,000"
08/20/26 04:44 PM,Casa,Pali,PAPEL HIGIENICO,"5,000"
08/20/26 04:44 PM,Casa,Pali,QUESO PROCESADO,"1,530"
08/20/26 04:44 PM,Casa,Pali,QUESO PROCESADO,"1,530"
08/20/26 04:44 PM,Casa,Pali,TOALLA COCINA,870
08/20/26 04:44 PM,Casa,Pali,TOALLA COCINA,870
08/22/26 07:45 PM,Casa,Pali,CEREAL TRIJUELAS,"2,500"
08/22/26 07:45 PM,Casa,Pali,LECHE DELACTOMY,"2,540"
08/23/26 12:41 PM,Casa,Pali,AJOS,600
08/23/26 12:41 PM,Casa,Pali,CARNE MOLIDA,"3,600"
08/23/26 12:41 PM,Casa,Pali,CEBOLLA,290
08/23/26 12:41 PM,Casa,Pali,CULANTRO,210
08/23/26 12:41 PM,Casa,Pali,DETERGENTE,"2,710"
08/23/26 12:41 PM,Casa,Pali,GALLETAS MANTEQUILLA,"1,500"
08/23/26 12:41 PM,Casa,Pali,GALLETAS SODAS,"1,900"
08/23/26 12:41 PM,Casa,Pali,GALLETAS SODAS,"1,600"
08/23/26 12:41 PM,Casa,Pali,JABON RINSO,"3,950"
08/23/26 12:51 PM,Casa,Pali,HARINA,"1,900"
08/23/26 12:51 PM,Casa,Pali,PAPA,"2,167"
08/23/26 12:51 PM,Casa,Pali,PAPAS CONGELADAS,"2,780"
08/23/26 12:51 PM,Casa,Pali,TOMATE,"1,140"
08/24/26 12:04 PM,Casa,Pali,CAMOTE,"1,901"
08/24/26 12:04 PM,Casa,Pali,GALLETAS SODAS,"2,000"
08/24/26 12:04 PM,Casa,Pali,GINGERALE,"1,910"
08/24/26 12:04 PM,Casa,Pali,RES COSTILLA,"8,853"
08/26/26 10:26 AM,Casa,Pali,DETERGENTE,"2,710"
08/26/26 10:26 AM,Casa,Pali,MANGA,989
08/26/26 10:26 AM,Casa,Pali,PAPAYA,393
08/26/26 10:26 AM,Casa,Pali,PASTA DIENTES,"1,710"
08/26/26 10:26 AM,Casa,Pali,REMOLACHA,190
08/26/26 10:26 AM,Casa,Pali,SANDIA,699
08/26/26 10:26 AM,Casa,Pali,ZANAHORIA,323
08/29/26 11:07 AM,Casa,Pali,MANTEQUILLA,"2,640"
08/29/26 11:07 AM,Casa,Pali,POLLO FAIJTAS,"7,360"
08/29/26 11:07 AM,Casa,Pali,TOMATE,"1,054"
08/29/26 11:07 AM,Casa,Pali,TROPICAL,850
08/29/26 12:44 PM,Casa,Pali,AZUCAR MORENA,"1,860"
08/29/26 12:44 PM,Casa,Pali,HELADOS,"1,400"
08/29/26 12:44 PM,Casa,Pali,PAN INTEGRAL,"1,960"
09/01/26 11:36 AM,Mari,Pali,ACONDICIONADOR,"2,000"
09/01/26 11:36 AM,Casa,Pali,ALCOHOL,"2,840"
09/01/26 11:36 AM,Casa,Pali,ARROZ,"2,040"
09/01/26 11:36 AM,Casa,Pali,BOLSAS,"1,000"
09/01/26 11:36 AM,Casa,Pali,BOLSAS,"1,890"
09/01/26 11:36 AM,Casa,Pali,CAFE LEYENDA,"1,640"
09/01/26 11:36 AM,Casa,Pali,CARACOLITOS,840
09/01/26 11:36 AM,Casa,Pali,DESENGRASANTE,"2,120"
09/01/26 11:36 AM,Mari,Pali,DESODORANTE,"8,660"
09/01/26 11:36 AM,Casa,Pali,ESPONJA,"2,000"
09/01/26 11:36 AM,Casa,Pali,FRIJOLES ROJOS,"3,990"
09/01/26 11:36 AM,Casa,Pali,GUISANTES,"1,080"
09/01/26 11:36 AM,Casa,Pali,HONGOS,"1,000"
09/01/26 11:36 AM,Casa,Pali,HONGOS,"1,190"
09/01/26 11:36 AM,Casa,Pali,JABON AZUL,"2,900"
09/01/26 11:36 AM,Casa,Pali,JABONZOTE,970
09/01/26 11:36 AM,Mari,Pali,KOTEX,"1,230"
09/01/26 11:36 AM,Casa,Pali,MAIZ,"1,520"
09/01/26 11:36 AM,Casa,Pali,MANZANAS,"3,720"
09/01/26 11:36 AM,Casa,Pali,NATILLA DELACTOMY,"1,760"
09/01/26 11:36 AM,Casa,Pali,PAPA,"2,160"
09/01/26 11:36 AM,Casa,Pali,PAPA,"1,861"
09/01/26 11:36 AM,Mari,Pali,PASTA DIENTES,"3,440"
09/01/26 11:36 AM,Casa,Pali,PASTA TOMATE,290
09/01/26 11:36 AM,Casa,Pali,PETIPOAS,420
09/01/26 11:36 AM,Casa,Pali,POLLO MUSLITOS,"1,200"
09/01/26 11:36 AM,Andres,Pali,PRESTOBARBA,"1,380"
09/01/26 11:36 AM,Casa,Pali,QUESO FRESCO,"4,400"
09/01/26 11:36 AM,Casa,Pali,QUESO PROCESADO,"1,200"
09/01/26 11:36 AM,Casa,Pali,RES CHORIZO,"1,290"
09/01/26 11:36 AM,Casa,Pali,SALCHICHAS,"2,900"
09/01/26 11:36 AM,Casa,Pali,SALSA LIZANO,950
09/01/26 11:36 AM,Casa,Pali,SALSA MAYONESA,"3,200"
09/01/26 11:36 AM,Casa,Pali,SALSA RANCH,950
09/01/26 11:36 AM,Casa,Pali,SALSA ROSADA,"2,300"
09/01/26 11:36 AM,Casa,Pali,SALSA TOMATE,"1,160"
09/01/26 11:36 AM,Casa,Pali,SALSA TOMATE,"3,000"
09/01/26 11:36 AM,Casa,Pali,SOPA,"1,560"
09/01/26 11:36 AM,Casa,Pali,SOPA,610
09/01/26 11:36 AM,Casa,Pali,SOPA,600
09/01/26 11:36 AM,Casa,Pali,SPAGUETTI,"3,000"
09/01/26 11:36 AM,Casa,Pali,SPAGUETTI,"1,100"
09/01/26 11:36 AM,Casa,Pali,SUAVIZANTE,"1,440"
09/01/26 11:36 AM,Casa,Pali,TALLARINES,"2,000"
09/01/26 11:36 AM,Casa,Pali,TOCINETA,"1,180"
09/01/26 11:36 AM,Casa,Pali,VANISH LIQUIDO,"2,460"
09/01/26 11:36 AM,Casa,Pali,YOGURT,"2,600"
09/01/26 01:53 PM,Casa,Pali,ACEITE GIRASOL,740
09/01/26 01:53 PM,Casa,Pali,LAVAPLATOS,"1,180"
09/04/26 08:48 AM,Casa,Pali,QUESO SINPE,"16,050"
09/04/26 08:56 AM,Casa,Pali,HARINA,"3,600"
09/04/26 08:56 AM,Casa,Pali,TORTILLAS MAIZ,"1,710"
09/04/26 08:56 AM,Casa,Pali,TROPICAL,850
09/06/26 04:00 PM,Casa,Pali,GINGERALE,"1,910"
09/06/26 04:00 PM,Casa,Pali,HUEVOS,"1,302"
09/06/26 04:00 PM,Casa,Pali,LECHE DELACTOMY,"1,500"
09/06/26 04:00 PM,Casa,Pali,POLLO MUSLITOS,"1,500"
09/06/26 04:00 PM,Casa,Pali,QUESO MOZARELLA,"1,800"
09/06/26 04:00 PM,Casa,Pali,VAINILLA,"1,530"
09/14/26 11:47 AM,Casa,Pali,AZUCAR MORENA,720
09/14/26 11:47 AM,Casa,Pali,CONSOME KNORR,"1,680"
09/14/26 11:47 AM,Casa,Pali,CREMA CAFE,"1,800"
09/14/26 11:47 AM,Casa,Pali,CULANTRO,200
09/14/26 11:47 AM,Casa,Pali,GALLETAS AVENA,"1,900"
09/14/26 11:47 AM,Casa,Pali,GALLETAS CREMITAS,"1,500"
09/14/26 11:47 AM,Casa,Pali,GALLETAS SORBETOS,"1,500"
09/14/26 11:47 AM,Casa,Pali,HARINA,"1,240"
09/14/26 11:47 AM,Casa,Pali,JABON LAVAPLATOS,"1,320"
09/14/26 11:47 AM,Casa,Pali,LECHE CONDENSADA,"1,680"
09/14/26 11:47 AM,Casa,Pali,LECHE DELACTOMY,"3,000"
09/14/26 11:47 AM,Casa,Pali,LECHE DELACTOMY,"2,610"
09/14/26 11:47 AM,Casa,Pali,MANTEQUILLA,"4,510"
09/14/26 11:47 AM,Casa,Pali,MASTE,810
09/14/26 11:47 AM,Casa,Pali,PAN HOTDOG,"1,360"
09/14/26 11:47 AM,Casa,Pali,REPOLLO,688
09/14/26 11:47 AM,Casa,Pali,ROMPOPE,"2,920"
